time,obs_0,obs_1,x_0,x_1,regime
0.0,-0.16236159297959812,-0.390917692929559,-0.23518632714639776,-0.31943892412167096,0
0.01,nan,-0.345035906276411,-0.23838071638761446,-0.31644818300196365,0
0.02,-0.2048993060583617,-0.2865088914187921,-0.2415451982176341,-0.31343147947208355,2
0.03,-0.32585597396743987,-0.3100927585021487,-0.24467951301235494,-0.31038916453096305,2
0.04,nan,-0.2685326456385245,-0.24778340465766457,-0.3073215910717776,2
0.05,-0.33962019738573307,-0.36846336716475875,-0.25085662056838237,-0.3042291138430574,2
0.06,-0.36795738032147796,-0.40160049960107846,-0.25389891170681295,-0.3011120894096875,2
0.07,-0.19022626774132873,nan,-0.25691003260090983,-0.29797087611379997,2
0.08,-0.10264941324262691,0.005317287088722311,-0.25988974136204784,-0.29480583403556326,2
0.09,nan,0.021691766531711232,-0.26283779970240345,-0.29161732495387166,2
0.1,-0.36155640518444454,-0.44923713736010407,-0.26575397295194214,-0.2884057123069399,2
0.11,-0.3748881488822745,-0.4639797753671925,-0.2686380300750115,-0.2851713611528066,2
0.12,-0.43439295794684885,-0.3915800394799659,-0.2714897436865396,-0.28191463812975087,2
0.13,-0.28441102171823807,-0.46446685892664913,-0.2743088900678371,-0.27863591141662597,2
0.14,nan,-0.45194251205289504,-0.27709524918200334,-0.27533555069311433,2
0.15,-0.33628480903901725,-0.2717794761356987,-0.27984860468893447,-0.27201392709990807,2
0.16,-0.2747058201360641,-0.1473463178550793,-0.28256874395993353,-0.26867141319881893,2
0.17,-0.41153831250480255,-0.15988939390813234,-0.2852554580919217,-0.26530838293282194,3
0.18,-0.25205465349966627,-0.2232275044326488,-0.2879085419212499,-0.2619252115860371,3
0.19,-0.3212807682973083,-0.426552015796927,-0.2905277940371103,-0.25852227574365255,3
0.2,nan,-0.36760362794181833,-0.2931130167945468,-0.25509995325179413,3
0.21,-0.17508326603428082,-0.30612334829744414,-0.29566401632706474,-0.25165862317734505,3
0.22,0.032251457002987316,nan,-0.2981806025588382,-0.2481986657677197,3
0.23,-0.23547083112449624,-0.25722161656465425,-0.3006625892165154,-0.2447204624105959,3
0.24,-0.3173984914259268,-0.32747427913724747,-0.30310979384062137,-0.24122439559360953,3
0.25,-0.07409313791611766,-0.08529216182770988,-0.30552203779655746,-0.2372108488640161,1
0.26,-0.4919951536095025,nan,-0.3078941462851976,-0.2331812067883225,1
0.27,-0.5061842787588715,-0.396657450126194,-0.31022595835308087,-0.22913590291189387,1
0.28,-0.05440185314129009,-0.20225601974121576,-0.3125173173821998,-0.22507537152253926,1
0.29,-0.17058400675321433,-0.12637101164600967,-0.31476807109742516,-0.22100004760567218,1
0.3,-0.34234712171984233,-0.3467851409138828,-0.3169780715734819,-0.21691036679948658,1
0.31,-0.34180558924827453,-0.275605378208697,-0.3191471752414768,-0.21280676535015278,1
0.32,-0.18542824664689692,-0.12952826507201146,-0.32127524289497833,-0.2086896800670377,1
0.33,-0.31529654446556726,nan,-0.3233621396956487,-0.20455954827795383,1
0.34,-0.2933800898322582,-0.08968026480711654,-0.32540773517842825,-0.20041680778444143,1
0.35000000000000003,nan,-0.17135880930375608,-0.3274119032562727,-0.19626189681708828,1
0.36,-0.4848022926218454,-0.18581670093551808,-0.3293745222244436,-0.19209525399089136,1
0.37,-0.6833031577223205,-0.12097261983139423,-0.3312954747643525,-0.18841731826066516,0
0.38,-0.24500169781566225,-0.10801918580129263,-0.33317964794695915,-0.1847275288765003,0
0.39,-0.2406216020198983,-0.07959613805173558,-0.33502692323572414,-0.1810262773392777,0
0.4,-0.16674347020534971,-0.36634903361240334,-0.33683718600911694,-0.17731395555224191,0
0.41000000000000003,-0.21468882543049578,-0.24791080625803463,-0.3386103255646394,-0.17359095578104627,0
0.42,-0.5152896453535893,-0.11372101309406868,-0.3403462351224498,-0.16985767061383777,0
0.43,-0.5435782483356438,-0.2226684951457406,-0.3420448118285882,-0.1661144929213856,0
0.44,-0.3947916865491118,-0.11822255275907273,-0.3437059567578021,-0.16236181581725695,3
0.45,-0.32567416410525496,0.06476195321037592,-0.34532957491597466,-0.15860003261804442,3
0.46,-0.17991800213835088,-0.08435791318638314,-0.3469155752421551,-0.15482953680364858,3
0.47000000000000003,-0.20263279976037846,-0.006982466451272512,-0.3484638706101916,-0.15105072197761973,3
0.48,-0.5590573441346948,-0.20663486054351038,-0.34997437782996776,-0.1472639818275626,3
0.49,-0.49292306834965055,-0.23049205645549722,-0.3514470176482434,-0.1429697100856078,1
0.5,nan,0.02509562701728643,-0.35287671474909943,-0.13866930048895415,1
0.51,-0.41582947551606547,-0.11581761416426443,-0.35426340775398896,-0.13436319474048525,1
0.52,-0.39886122656399026,-0.13064268444804725,-0.3556070397013938,-0.1305518342734644,0
0.53,-0.1447476029695914,-0.16847612061694742,-0.3569125580441284,-0.12673466020790353,0
0.54,-0.2839714702138822,nan,-0.35817990464620747,-0.12291206530704643,0
0.55,-0.3284045892303562,0.007099842229135872,-0.35940902529927793,-0.11908444212997027,0
0.56,-0.10910380084830956,nan,-0.3605998697205776,-0.11525218299271756,0
0.5700000000000001,0.02921201270527396,-0.16168110905860722,-0.3617523915505048,-0.11141567992952635,0
0.58,-0.27035516687179495,-0.3327883622119566,-0.3628665483498001,-0.10757532465416225,3
0.59,-0.24336297342819213,-0.19581718806210047,-0.3639423015963417,-0.10373150852135593,3
0.6,-0.05453492774198637,0.24327682894427838,-0.36497961668155526,-0.0998846224883498,3
0.61,-0.26323135783694324,-0.26635102879622563,-0.36597846290643876,-0.09603505707655755,3
0.62,-0.27049482683204257,0.07149555801034063,-0.36693881347720436,-0.09218320233334004,3
0.63,-0.17691777937326267,-0.2578536422201268,-0.36786064550053776,-0.08832944779390131,2
0.64,-0.40410646598762484,0.17413325258147178,-0.36874393997847676,-0.08447418244330814,2
0.65,-0.31463790786903856,-0.1121205044750196,-0.3695886818029098,-0.08061779467863675,2
0.66,-0.531740843972786,-0.17665054197636704,-0.3703948597496962,-0.07676067227125039,2
0.67,-0.4366903129120653,-0.15030490325293472,-0.3711624664724087,-0.07290320232921092,2
0.68,-0.06670998233747583,-0.21232777528107014,-0.3718914984957008,-0.06904577125982841,2
0.6900000000000001,-0.2522514567586406,-0.33349530649278153,-0.3725819562082991,-0.06518876473235174,2
0.7000000000000001,-0.338232660386459,-0.027046474541049116,-0.3732338438556226,-0.06133256764080405,2
0.71,-0.4771140578675973,0.07414754573577431,-0.3738471695320306,-0.05747756406696622,3
0.72,-0.5012824489710175,-0.09805529267451885,-0.3744219451727003,-0.053624137243511984,3
0.73,-0.32705646073437417,nan,-0.3749581865451354,-0.04977266951729796,3
0.74,-0.1561435693677399,-0.06888213660334754,-0.3754559132403084,-0.04592354231281201,3
