time,obs_0,obs_1,x_0,x_1,regime
0.0,nan,nan,0.11179777438734113,0.33945678153594744,0
0.01,nan,nan,0.11519234220270061,0.3376598902290021,0
0.02,0.17349810513522834,0.4889468028901419,0.11856894110499062,0.3358326470265171,0
0.03,0.1281846226396132,0.34944957869526155,0.1219272675752558,0.33397529232141415,0
0.04,0.11097659504375025,0.1286464144576491,0.12526702049846994,0.3320880690610188,0
0.05,0.3856044265035055,0.4523576080500727,0.12858790118908012,0.33017122271791205,3
0.06,0.10002759005061089,0.30147479887051476,0.13188961341625924,0.3282250012605854,3
0.07,0.27977610888620996,0.2959758698746844,0.13517186342886509,0.32624965512390164,3
0.08,0.2893889812354654,0.49350354506820726,0.13843435998010412,0.32474543717936516,1
0.09,0.22012089623399217,0.46380062145525625,0.14168181435189778,0.3232116027052054,1
0.1,0.15395739554643176,0.4259533532336605,0.14491393037894984,0.321648361356276,1
0.11,0.15065526514026498,0.2593208916361198,0.1481304139925126,0.32005592532977395,1
0.12,0.22277995359515002,0.2384419467962914,0.15133097324581032,0.31793450933918926,3
0.13,0.3244182788189656,0.4207783844588041,0.15451031833920223,0.3157853305880528,3
0.14,0.2672392841382453,0.26531046027089644,0.15766817164508276,0.3136086567434847,3
0.15,0.28895112560821173,0.3328760714994924,0.16080425821251762,0.3114047577135469,2
0.16,0.2601823303125245,0.29328141560276355,0.16391830578965308,0.30917390561599467,2
0.17,0.11484878112157551,0.28260324244705093,0.16701004484581303,0.30691637474686617,3
0.18,0.012584569709079174,0.14674886246900917,0.17007920859328168,0.30463244154891433,3
0.19,0.07584929184848352,0.432287016331644,0.17312553300877082,0.3023223845798837,3
0.2,0.19318189550797984,0.12436886573495123,0.17614875685456965,0.2999864844806362,0
0.21,0.13060136631033797,0.1943744039669333,0.179148621699376,0.29762502394312923,0
0.22,0.37460083497707386,0.19054279843306376,0.1821248719388073,0.2952382876782492,0
0.23,0.16140139888612487,0.2740288822674432,0.1850772548155898,0.29282656238350463,0
0.24,-0.12459880107949392,0.3062266175497968,0.18800552043942484,0.2903901367105817,0
0.25,0.0819999813269015,0.3759463032957342,0.19090942180653064,0.28792930123276633,0
0.26,0.06395328319805442,0.2530569755759601,0.19378871481885832,0.2854443484122355,0
0.27,0.19743617788189546,0.2929905974179949,0.19664315830298068,0.2829355725672224,0
0.28,0.19067321433636458,0.43888092220006986,0.1994725140286529,0.28040326983905817,0
0.29,0.08016754532781964,0.4788020057074741,0.20227654672704348,0.2778477381590935,0
0.3,0.17985199437999608,0.20027937034429558,0.2050550241086344,0.2752692772155049,0
0.31,0.1640955597238144,0.3587991156488627,0.20780771688078947,0.2726681884199876,0
0.32,0.2057228185571487,0.20597365756342492,0.21053439876498936,0.2700447748743397,0
0.33,0.12956679184676984,0.08662693012342745,0.21323484651373276,0.2673993413369411,0
0.34,0.4199990865814981,0.25971229318550615,0.21590883992710216,0.2647321941891299,0
0.35000000000000003,0.1756219275283179,0.298107582039493,0.21855616186899346,0.2620436414014806,0
0.36,0.4033727635844858,0.21494869366616165,0.22117659828300826,0.25933399249998773,0
0.37,0.05336063560075238,0.22302510299550235,0.22376993820800814,0.25660355853215766,0
0.38,0.23727071458434126,0.4507094346024887,0.2263359737933297,0.25385265203301327,0
0.39,0.2150804203162707,0.36841242443648425,0.22887450031365983,0.25108158699101396,0
0.4,0.26244411923348365,0.1806290502209149,0.23138531618356997,0.24829067881389533,0
0.41000000000000003,0.09541830214207472,0.10408744181592205,0.23386822297170892,0.24548024429443183,0
0.42,0.13567121644450936,0.5024214380612503,0.23632302541465325,0.24315060157612586,1
0.43,0.10090165965043546,0.1417445296800343,0.2387545314304145,0.24080107011882707,1
0.44,0.2117833889365465,0.040481227443371515,0.24116254213160276,0.23793192266428526,0
0.45,0.18984820132623373,0.4570583702740033,0.24354186135824563,0.23504443339764067,0
0.46,0.3437630911601658,0.33731983263257925,0.24589230569222204,0.23213892591726293,2
0.47000000000000003,0.32948280756124604,0.1603310861065001,0.24821369495139467,0.22921572500850618,2
0.48,0.1865180531630079,0.33271117330009714,0.25050585220147975,0.2262751566089752,2
0.49,-0.07336314912518416,0.343790831678394,0.2527686037675695,0.22331754777374246,2
0.5,0.5076669139770933,0.07541952259829621,0.2550017792453069,0.22034322664051928,2
0.51,0.21079451718917713,0.3282876254716788,0.2572052115117121,0.21735252239478517,2
0.52,0.4735847398501394,0.16009703326289138,0.25937873673566,0.21434576523487847,2
0.53,0.1930280106833854,0.11417700964188707,0.2615221943880088,0.2113232863370521,2
0.54,0.18171668872468927,0.23758420055505822,0.2636354272513793,0.20828541782049792,2
0.55,0.13866017792493632,0.13677427500508865,0.26571828142958426,0.20523249271234312,2
0.56,0.36606206177930983,0.0311333171703847,0.2677706063567077,0.2021648449126226,2
0.5700000000000001,0.4474145067930012,0.0930025392152211,0.2697922548058339,0.19908280915923027,2
0.58,0.6161000354733801,0.24815784625328807,0.2717830828974262,0.19598672099285347,2
0.59,0.4601152970287202,0.1982573177558287,0.2737429501073547,0.1928769167218935,2
0.6,0.26772599900946575,0.10536660245845067,0.2756717192745737,0.18975373338737617,2
0.61,0.1826014076757921,0.22001960883021002,0.27756925660844745,0.18661750872785568,2
0.62,0.27363875965364715,0.1598689688236585,0.279435431695726,0.1834685811443155,2
0.63,0.4352619330888198,0.15445810796757603,0.2812701175071691,0.1803072896650696,3
0.64,0.3592426571053267,0.06070494696791222,0.28307319040381984,0.17713397391066776,0
0.65,0.14648023712363553,0.1995154920712345,0.28484453014292654,0.17394897405880824,0
0.66,0.3636448640974036,0.21125307538244323,0.2865840198835146,0.17075263080926137,0
0.67,0.11931289385328134,0.32169413733636554,0.28829154619160724,0.1675452853488077,0
0.68,0.3601405700917606,0.20644959184078723,0.2899669990450953,0.164827279316194,1
0.6900000000000001,0.2880581624406495,0.3593277598749999,0.29161527183825725,0.16209795476711067,1
0.7000000000000001,0.13168416332101288,0.2640017925243262,0.29323625138592835,0.15935760613919386,1
0.71,0.397804584254666,0.13624672002151678,0.2948298274473203,0.1566065284130562,1
0.72,0.2949809586262957,0.1733594495285274,0.29639589273145084,0.15384501708175688,1
0.73,0.3062112642080653,0.03454676664412169,0.2979343429022684,0.15107336812027886,1
0.74,0.47422072563820106,0.25153717885465776,0.2994450765834712,0.1482918779550156,1
0.75,0.2604250867311815,0.20854022856097304,0.30092799536302134,0.14550084343327085,1
0.76,0.17999999382121085,0.2563321800546965,0.30238300379735406,0.1427005617927741,1
0.77,0.16001454321074096,0.29537725192574477,0.3038100094152818,0.139891330631215,1
0.78,0.1411954595448963,nan,0.30520892272159394,0.13657344787579975,0
0.79,0.23131981363946147,0.3375997748827973,0.30657465720035193,0.13324821175283222,0
0.8,0.48265394782262083,0.0650143426468908,0.3079071393178803,0.12991596875732303,0
0.81,0.3958718964681885,0.2055387025220229,0.3092062990054535,0.12657706542662958,0
0.8200000000000001,0.38043854049410863,-0.04626125394763758,0.3104720696597198,0.12323184830572179,0
0.8300000000000001,0.34444367195480774,0.19101425492277568,0.311704388142777,0.12038066391251315,1
0.84,nan,-0.13399408304592544,0.3129081947819021,0.11752285870326035,1
0.85,0.4434293382252878,0.13997333416150323,0.31408342336893474,0.11465873103803481,1
0.86,0.47818419062033735,0.08560047999462939,0.3152300106793151,0.11178857934226939,1
0.87,0.19997681411733176,0.08372980151648005,0.3163478964727378,0.1089127020767917,1
0.88,0.28380857098032924,0.06494687622464732,0.3174370234935057,0.10603139770791074,1
0.89,0.24469211380601286,0.04056807371673171,0.31849733747058484,0.10264496467755986,3
0.9,0.3640151535791678,0.11246877730629923,0.31952378711736046,0.0992547013734989,3
0.91,0.2245431628049288,0.10859350400318649,0.3205163341310954,0.0958609540995783,3
0.92,0.17784872573794988,0.21474678091486155,0.32147494367209123,0.09246406885006819,3
0.93,0.32754512841418026,-0.12274040910777996,0.3223995843605919,0.08906439127564714,3
0.9400000000000001,0.4046073303493,-0.0035140526181871162,0.32329022827334836,0.08566226664948992,3
0.9500000000000001,0.3042394045011991,0.13878742334145372,0.32414685093984325,0.08225803983345746,3
0.96,0.47999166579834596,-0.03159899415425323,0.3249694313381778,0.07885205524439211,3
0.97,0.43749493709170023,0.014068884926198844,0.32575795189062173,0.07594465682052154,1
0.98,0.38680414873042657,-0.03500295702174702,0.32651739845882694,0.07303518798797427,1
0.99,0.2003967443370034,nan,0.3272477503387067,0.07012394362741005,1
1.0,0.3955426910428094,0.15243194193486304,0.32794898977498077,0.06721121823676816,1
1.01,0.34104818538830656,0.12326094694819145,0.32862110195734845,0.06379730590254482,3
1.02,0.3331018178182116,0.08295022065200544,0.3292590750163739,0.06038350027116624,3
1.03,0.541074679834537,0.08756118245035052,0.3298629100190856,0.05697014252046017,3
1.04,0.34742273809784896,0.13182077800573713,0.3304326114442902,0.053557573135228395,3
1.05,0.32867903002303794,-0.03196301418358396,0.33096818717564247,0.05014613187451503,2
1.06,0.2881882065901651,nan,0.33146964849438765,0.046736157739009576,2
1.07,0.4035620853403322,0.15455994680778046,0.3319370100717777,0.04332798893858768,2
1.08,0.241540281363473,0.028428711443907746,0.3323702899611636,0.03992196285999273,2
1.09,0.36420140100363657,-0.13310849772845185,0.3327695095897635,0.037018416034661106,1
