time,obs_0,obs_1,x_0,x_1,regime
0.0,nan,nan,0.26615459277667436,0.18272203218203917,0
0.01,0.17363407590763213,0.40677510495933644,0.2679818130984947,0.17969504218990834,0
0.02,0.05286681907245708,-0.0832813648179575,0.2697787635203938,0.17665583397454357,0
0.03,0.2859817859358411,0.2732935019826349,0.27154532186013924,0.17360473467139054,0
0.04,0.10068606178473516,-0.020082004718700808,0.27328136920685314,0.17054207198344637,0
0.05,nan,-0.048800041544223766,0.2749867899266876,0.16746817414741094,0
0.06,0.3104908896482578,-0.06284774979558905,0.27666147166816174,0.16438336989984925,3
0.07,0.43085362665154725,-0.20363222382835067,0.27830530536716025,0.16128798844336795,3
0.08,0.6337088621704262,0.37742600890948647,0.27991818525159395,0.15818235941280961,3
0.09,0.1995986365234052,0.13528639868123277,0.28150000884572207,0.15506681284146806,3
0.1,0.5932409411023472,-0.025239806924496788,0.2830506769741368,0.1519416791273279,3
0.11,0.4327733558531045,0.3083912505156486,0.28457009376541004,0.14880728899933188,3
0.12,0.510543105193431,-0.05663360254332914,0.28605816665540335,0.1456639734836791,3
0.13,0.5693522879840534,-0.23426542012812224,0.28751480639024013,0.14251206387015772,3
0.14,0.16590401440266983,-0.21240929157768854,0.2889399270289417,0.139351891678515,3
0.15,0.07953846555377928,-0.02963940737544235,0.29033344594572685,0.13618378862486855,3
0.16,0.47843886384724665,0.5312389493675465,0.2916952838319755,0.13300808658816154,3
0.17,-0.002200460837515572,-0.2414815016754126,0.2930253646978571,0.12982511757666546,3
0.18,0.40719832104667325,0.30853702321623677,0.29432361587362377,0.12663521369453357,3
0.19,0.12790687058275782,0.18282347044718597,0.2955899680105691,0.12343870710840826,3
0.2,0.47764700108616265,-0.28387823232303805,0.29682435508165317,0.12023593001408575,3
0.21,0.35240302919850675,0.16796677176716657,0.298026714381794,0.11702721460324104,3
0.22,0.0843406642244055,nan,0.29919698652782645,0.11381289303021662,3
0.23,0.4406455556894273,nan,0.30033511545812863,0.11109329737887792,1
0.24,0.24023289114205768,-0.23178239114279686,0.3014460484319174,0.10836775962953887,1
0.25,0.046079106012491544,0.1741481618278149,0.3025297260282128,0.10563656362596062,1
0.26,0.19646150915748667,-0.22706859380204614,0.3035860916644724,0.10289999323842657,1
0.27,0.38440591722818934,0.3404308886626753,0.3046150915968567,0.099658332335305,3
0.28,0.5185215141469021,nan,0.30561167492020974,0.09641286475466582,3
0.29,0.2987130490759557,-0.007733893359009966,0.3065758035677564,0.09316392227595438,3
0.3,0.5063024528792452,0.27911879100302395,0.3075074427905159,0.0899118363957249,3
0.31,0.3329133314646839,-0.10786141767330214,0.3084065611544731,0.0866569382950283,3
0.32,0.6387092343423972,0.17590157530147055,0.3092731305374234,0.08339955880689351,3
0.33,0.3388438436589982,-0.006576746939280759,0.31010712612549235,0.08014002838390549,3
0.34,0.404411160879946,0.09672432418459444,0.3109085264093314,0.07687867706588276,3
0.35000000000000003,0.3642989513480635,-0.005924183396944574,0.31167731317999026,0.07361583444765768,3
0.36,0.5463494244742096,nan,0.31241347152446686,0.07035182964696246,3
0.37,0.865261840070724,-0.05035466995982235,0.3131169898209365,0.06708699127242387,3
0.38,-0.12062713333513508,0.11604849690232713,0.31378785973366075,0.06382164739166966,3
0.39,0.5654765038771525,-0.09396023417214804,0.31442607620757745,0.060556125499549716,3
0.4,0.24787591777107543,0.2047952467468701,0.31503163746257296,0.05729075248647484,3
0.41000000000000003,0.15959110470774993,0.17303246737665556,0.31560454498743773,0.05402585460687616,3
0.42,0.07069370922249416,0.49296580825469144,0.3161448035335065,0.050761757447788027,3
0.43,0.1556110155489524,-0.027601860031330604,0.31665242110798436,0.047498785897557384,3
0.44,0.4615928652254097,-0.02605711623891733,0.31712740896695996,0.04423726411468243,0
0.45,0.3613226608585385,-0.024049517431835407,0.3175697816081068,0.04097751549678347,0
0.46,0.5094152589300294,-0.5032092390250693,0.3179795567630746,0.037719862649708835,0
0.47000000000000003,0.28675459623160093,0.07410018562246365,0.3183567553895717,0.034464627356778674,0
0.48,0.2633741212728565,0.03834399852134029,0.3187014016631395,0.0312121305481694,0
0.49,0.2328177825305912,0.3154785058968128,0.3190135229686212,0.027962692270441666,0
0.5,0.37681420723640613,-0.07086653311208514,0.31929314989132557,0.02471663165621457,0
0.51,0.3053005809827313,0.11609290519554152,0.3195403162078877,0.02147426689398889,0
0.52,0.4736907616832402,nan,0.3197550588768276,0.018235915198122035,2
0.53,nan,-0.06092989839748594,0.3199374180288088,0.015001892778957514,2
0.54,0.11060132498485009,0.09852629275051145,0.3200874369565984,0.01177251481311151,2
0.55,0.48456671023899267,0.029807186748491178,0.32020516210472955,0.008548095413919304,2
0.56,nan,-0.25774556635575924,0.32029064305886873,0.005328947602044169,2
0.5700000000000001,0.33049569463416967,-0.2118316579401694,0.3203439325348892,0.002115383276251394,2
0.58,nan,-0.08088631686198573,0.3203650863676517,-0.0010922868156500007,2
0.59,0.25614406694046443,-0.15072141126677835,0.3203541634994952,-0.004293753105695218,2
0.6,0.7105830976568264,-0.15071877341329268,0.32031122596843825,-0.007488707234478779,2
0.61,0.03914385514098084,0.3292067189844556,0.3202363388960935,-0.010676842079694205,2
0.62,0.5945700450442073,0.11475226588696301,0.32012957047529655,-0.01385785178449575,2
0.63,0.5275486475289007,0.04441295313269926,0.3199909919574516,-0.017031431785679726,2
0.64,0.33025338513103486,-0.1823933868190779,0.3198206776395948,-0.020197278841682882,2
0.65,0.3505492336787184,-0.24693555335045242,0.319618704851178,-0.023355091060395464,3
0.66,0.22085128362995693,-0.049495696042777856,0.31938515394057404,-0.026504567926786453,3
0.67,0.48587989540262355,0.20117102878199664,0.31912010826130616,-0.02964541033033862,3
0.68,0.3920592247089846,0.01518253244219897,0.3188236541580028,-0.032277320592291006,1
0.6900000000000001,0.2066094989540463,-0.29377524738057975,0.3185008809520799,-0.035401002492686455,2
0.7000000000000001,0.2571716525467628,0.002520086991544615,0.31814687092715305,-0.03851520929722188,2
0.71,0.2382582358173978,-0.16389394612206518,0.3177617188341808,-0.04161964758789897,2
0.72,0.2753367844672426,-0.0829240809183641,0.3173455223583018,-0.04471402548106498,2
0.73,0.4729236958181219,-0.09530319287491469,0.3168983821034912,-0.04779805265368586,0
0.74,0.2778104093355903,0.06749190086703895,0.31642040157695434,-0.050871440369413407,0
0.75,0.22308881743207054,-0.4884475280990175,0.3159116871732602,-0.053933901504444125,0
0.76,0.8258056011500208,0.17701168694052002,0.31537234815821574,-0.05698515057316784,0
0.77,0.5088824742149576,-0.09519356105483821,0.31480249665248405,-0.060024903753603656,0
0.78,0.43591056091232144,-0.045242531900426375,0.314202247614948,-0.06305287891262129,0
0.79,0.30862906048369415,-0.21427080676253743,0.3135717188258218,-0.06606879563094553,0
0.8,0.2890170036797643,nan,0.31291103086951233,-0.06907237522794187,0
0.81,0.2118109014776673,-0.12118288706590791,0.3122203071172329,-0.07206334078618111,0
0.8200000000000001,0.7027746901027009,-0.32342309503880184,0.3114996737093711,-0.07504141717578108,0
0.8300000000000001,0.21331298494967804,-0.02173510905691574,0.3107492595376133,-0.07800633107852323,0
0.84,0.15515188697405932,nan,0.30996919622682806,-0.08095781101174232,0
0.85,nan,0.04931269599758667,0.3091596181167106,-0.08389558735198711,0
0.86,0.05740491454838964,nan,0.3083206622431907,-0.08631939235845025,1
0.87,0.38812192536322876,-0.0365986360605503,0.3074574683196062,-0.08872996019616526,1
0.88,0.18778446810502614,-0.16459249294581607,0.30657016871764453,-0.09162707495896899,2
0.89,0.3505798486971784,-0.23514470589584982,0.30565389796805487,-0.0945095224962275,2
0.9,0.4072915762271704,0.10959802499421713,0.3047088027430926,-0.09737704243091559,2
0.91,nan,-0.5931172183859166,0.30373503231878346,-0.10022937637348468,2
0.92,0.13379711267952155,0.07114962732919537,0.3027327385550486,-0.10306626794392555,2
0.93,nan,-0.06002646666173236,0.3017020758756094,-0.10588746279358818,2
0.9400000000000001,0.18781051990775932,-0.13477190251722032,0.3006432012476735,-0.1086927086267571,2
0.9500000000000001,0.15241014330578662,-0.26538308188225945,0.29955627416140596,-0.11148175522198032,2
0.96,0.468621790703198,-0.034390634517038124,0.29844145660918614,-0.11425435445315042,2
0.97,0.2700752649380671,-0.14417902919136055,0.2972989130646546,-0.11701026031033598,2
0.98,0.1179918237991624,0.13176512955084316,0.29612881046155126,-0.11974922892036186,2
0.99,0.48143480131289557,nan,0.29493131817234763,-0.12247101856713664,2
1.0,0.7016838481871933,-0.11893575691929212,0.29370660798667625,-0.12517538971172584,2
1.01,0.3407609621209305,-0.39768819917450104,0.292454854089559,-0.12786210501216916,2
1.02,0.25952988395045884,nan,0.29117623303943735,-0.13053092934304042,2
1.03,0.36144497806825016,-0.27370894396906,0.2898709237460069,-0.1331816298147487,2
1.04,0.39774874403182076,-0.29390324998903583,0.28853910744785943,-0.13581397579257928,3
1.05,0.3906265849208105,-0.31931339749156173,0.2871809676899336,-0.13842773891547272,3
1.06,0.25821550563631224,-0.3008040824123284,0.28579669030077887,-0.1410226931145411,3
1.07,0.14063075688868518,-0.19094749024133892,0.28438646336963347,-0.14359861463131982,3
1.08,0.424411750787104,-0.021138415033266217,0.2829504772233203,-0.1461552820357535,3
1.09,-0.11436075579528454,-0.18750276248366857,0.28148892440296275,-0.1486924762439152,3
1.1,0.41011432283675175,-0.21417211220535753,0.2800019996405236,-0.151209980535457,0
1.11,-0.015655340615160718,-0.16590177248224708,0.27848989983516903,-0.15370758057079134,0
1.12,0.4434283450488744,0.10218027864796039,0.27695282402946114,-0.15618506440800145,0
1.1300000000000001,nan,0.06694674798755149,0.27539097338538115,-0.15864222251948007,0
1.1400000000000001,0.3389199588578424,-0.31954008699227243,0.27380455116018637,-0.16107884780829493,3
1.1500000000000001,nan,-0.193343064760829,0.27219376268210344,-0.1634947356242802,3
1.16,0.3271844774695929,-0.055701095659636185,0.2705588153258606,-0.1658896837798527,3
1.17,0.4036927705297999,-0.4760527998956459,0.2688999184880621,-0.1682634925655516,3
1.18,nan,-0.7743514682122342,0.2672172835624066,-0.1706159647653011,3
1.19,0.39059093366768466,-0.3423930570585816,0.26551112391475357,-0.17294690567139456,3
1.2,0.40930384561928446,0.06121217614594665,0.2637816548580396,-0.1752561230991993,3
1.21,nan,-0.11020919074802771,0.2620290936270476,-0.1775434274015813,3
1.22,0.29662259663814733,-0.3161279715486929,0.2602536593530318,-0.17980863148304863,3
1.23,0.14787398841174293,-0.3285918948114825,0.2584555730382013,-0.18205155081361285,3
1.24,0.16690840570417667,-0.11390701524146564,0.2566350575300652,-0.18427200344236763,3
1.25,0.3051381670157225,-0.4015708359602103,0.25479233749564156,-0.18646981001078355,3
1.26,0.28910048049427006,-0.31157695878531,0.25292763939553375,-0.1886447937657184,3
1.27,0.25677831447901134,-0.13734941066296927,0.25104119145787657,-0.1907967805721423,3
1.28,0.015565190015804503,-0.2420381187861734,0.24913322365215515,-0.19292559892557679,3
1.29,0.432766316556486,-0.37129664724483036,0.24720396766289937,-0.19503107996424718,3
1.3,0.5282936018761246,-0.19697343281993446,0.2452536568632569,-0.19711305748094768,3
1.31,0.4648619187253558,0.014950170627232362,0.24328252628844743,-0.19917136793461834,3
1.32,0.2575145548123445,-0.3216042575978585,0.24129081260910124,-0.20120585046163358,3
1.33,0.3285917804401803,-0.306241256807514,0.2392787541044849,-0.20321634688680132,2
1.34,-0.1472456752859233,-0.08860169816918206,0.2372465906356169,-0.20520270173407257,2
1.35,0.118308008591934,nan,0.23519456361827618,-0.2071647622369606,3
1.36,0.2413345607327705,0.1482542520791633,0.23312291599590657,-0.20910237834866943,3
1.37,0.1976442526901167,-0.21021259798621675,0.23103189221241988,-0.21101540275193115,3
1.3800000000000001,0.2646350259982621,-0.3683250856846475,0.22892173818490055,-0.2129036908685515,3
1.3900000000000001,-0.06161959799002478,-0.12283258366559954,0.22679270127621504,-0.21476710086866338,3
1.4000000000000001,0.09442214504336688,-0.1611087641746554,0.2246450302675284,-0.2166054936796882,3
1.41,0.39136146851595144,-0.25248771454395946,0.22247897533073152,-0.2184187329950041,3
1.42,0.2336011290355149,nan,0.22029478800078148,-0.22020668528232143,3
1.43,0.09681796942048473,0.04536593165441036,0.21809272114795827,-0.2219692197917646,3
1.44,0.2556998396130979,-0.3173336764993694,0.21587302895004062,-0.22370620856366064,3
1.45,0.2201323835982058,-0.1447479321405331,0.21363596686440403,-0.22541752643603372,3
1.46,0.27870993570652236,-0.07334352691552837,0.2113817916000437,-0.2271030510518057,3
1.47,0.3038833168630996,-0.1257555225966791,0.20911076108952564,-0.22876266286570252,3
1.48,-0.01213081237358099,nan,0.2068231344608686,-0.23039624515086637,3
1.49,0.37598494286102746,-0.4020380989737397,0.20451917200935996,-0.23150368400517332,1
1.5,0.19936073844087882,0.09745217923941998,0.2022041351693082,-0.2325858683572566,1
1.51,-0.020153110386319117,-0.262338285702161,0.19987827648573564,-0.23364273797223514,1
1.52,0.2206834822611836,-0.2623265564482609,0.1975418491060133,-0.23467423526114803,1
1.53,0.13275453963898176,-0.05577262873935629,0.19519510675340182,-0.23568030528168588,1
1.54,-0.013740343791552007,-0.29504571110341093,0.19283830370058497,-0.23666089573865653,1
1.55,0.2144659228581072,-0.3034132543073105,0.1904716947431984,-0.23811595698418508,2
1.56,0.32296773119986355,-0.05890679605363458,0.18809053517335653,-0.23954444201764868,2
1.57,0.45253111322115636,-0.25034205787815716,0.18569509075318005,-0.24094625848534695,2
1.58,0.05094428771849177,-0.1629918643458621,0.18328562816832658,-0.24232131687590805,2
1.59,0.22884120822087634,-0.23794191735459333,0.1808624149995675,-0.2436695305238395,2
1.6,0.0030993306644189478,-0.02137237392265884,0.1784257196943291,-0.2449908156127875,2
1.61,0.04608928951948915,-0.4616254086027935,0.17597581153820124,-0.2462850911785052,2
1.62,0.3890433169065294,nan,0.1735129606264162,-0.2475522791115302,2
1.6300000000000001,0.3196772123781992,-0.5319947582559544,0.1710374378353009,-0.2487923041595713,2
1.6400000000000001,0.05160912397907383,-0.15961474224079464,0.1685495147937052,-0.2500050939296052,2
1.6500000000000001,-0.01927807178308541,-0.25816731708592094,0.16604946385440914,-0.25119057888968305,2
